ID,Gender,MARITAL_STATUS,NATIONALITY,IsActiveMember,HasCrdCard,Balance,AGE,AREA_NAME,TYPE_CLIENT,Excited,Account-AGE
3AEBAB8323ABAB78,male,MARIE,TN,0,0,"'-51,26",67,AGENCE HAMMAM LIF (B2),PP,1,17
3B8A2B3A9FC3F344,male,MARIE,TN,1,0,"'-155,1",61,AGENCE EL MENZEH I (67),PP,0,17
3BC2D4D824A7E4DA,male,others,TN,0,1,"'-2572,23",21,AGENCE SOUSSE KHEZAMA (16),PM,0,17
3CE7E2D13088702F,male,MARIE,TN,1,0,"'-19,32",42,AGENCE GROMBALIA (03),PP,1,17
3CECE727EF3A0F19,male,others,TN,1,0,"1,46",42,AGENCE KSIBET EL MEDIOUNI (27),PP,1,17
3DD9187D72CC9534,female,others,TN,0,1,"'-170,57",93,AGENCE TOZEUR (30),PP,0,17
3E386D30C9D72F36,female,CELIB,TN,1,1,"'-284,96",45,AGENCE HAMMAM LIF (B2),PP,1,17
3EB0D5AA9C8BD755,female,others,TN,0,1,"'-105,27",46,AGENCE MEGRINE (52),PP,1,17
3EE6087037B12519,female,others,TN,1,0,"'-24687,64",21,AGENCE EL MENZEH I (67),PM,1,17
3F04B6EABE561E61,male,MARIE,TN,1,1,"'-1990,83",55,AGENCE MAHRES (47),PP,1,17
3F546D833D9B4ABD,male,others,TN,1,0,"'-2935,31",58,AGENCE MEGRINE (52),PP,0,17
3FCE30ECE622A246,female,others,TN,1,1,"'-122,45",43,AGENCE EZZAHROUNI (B1),PP,1,17
3FFB44013BFF9B06,female,CELIB,TN,1,1,"'-550,46",40,AGENCE RUE EL JAZIRA II (78),PP,0,17
40C192C4661CAD1E,male,CELIB,TN,1,1,"'-3409,53",40,AGENCE GABES (41),PP,1,17
40FDCA1BF6322E72,male,others,TN,0,0,"'-53,81",56,AGENCE MANNOUBA (72),PP,1,17
4149B88F1B5E8DCB,female,CELIB,TN,1,1,"'-97,3",17,AGENCE KAIROUAN (10),PP,1,17
421333AC60297D4A,male,CELIB,TN,0,0,"'-1249,28",48,AGENCE HAMMAM LIF (B2),PP,0,17
426FA43E2CA4965B,male,others,TN,1,1,"0,41",58,AGENCE MAHRES (47),PP,0,17
4277A8BC8D664714,female,others,TN,0,0,'-151,21,AGENCE EL BOUHAIRA (C4),PM,1,17
4280480C06DD100A,female,others,TN,1,0,"'-278,86",48,AGENCE ALYSSA (A2),PP,0,17
43572070D504493A,female,others,TN,1,1,"1,73",40,AGENCE NABEUL (00),PP,1,17
43B2363FF9959A4B,female,CELIB,TN,1,0,"'-9,92",20,AGENCE ALYSSA (A2),PP,1,17
4415ABCCEE65A378,male,others,TN,1,0,"1,82",38,AGENCE LE KRAM (75),PP,1,17
46047E228743BEFC,female,others,TN,0,1,"3,6",73,AGENCE KALAA SGHIRA (25),PP,1,17
466DAE0E6D1D2786,male,MARIE,TN,0,1,"'-2463,06",50,AGENCE LE KRAM (75),PP,0,17
4789226078DC8AEC,male,others,TN,0,0,"'-7712,01",29,AGENCE KORBA (05),PP,0,17
47EA14582D7B1F77,female,others,TN,1,1,"'-296,45",46,AGENCE KORBA (05),PP,0,17
481AF101316E1501,male,MARIE,TN,1,1,"'-63,35",57,AGENCE KSIBET EL MEDIOUNI (27),PP,1,17
48863CC7DB0CC794,male,MARIE,TN,0,1,"'-1567,55",60,AGENCE EL MENZEH I (67),PP,1,17
48A2D3452584A466,male,others,TN,0,1,"4,17",41,AGENCE MANNOUBA (72),PP,0,17
48A4977A88059797,female,MARIE,TN,0,0,"'-2675,47",48,AGENCE EL MENZEH VI (68),PP,0,17
49399288E41A2187,female,others,TN,0,0,"'-34220,82",21,AGENCE EL OUARDIA (57),PM,0,17
4965A59DC8C989C0,male,MARIE,TN,0,1,"'-112,29",51,AGENCE LE KRAM (75),PP,0,17
4A946EA08E85F868,male,MARIE,TN,0,0,'-487,56,AGENCE KALAA SGHIRA (25),PP,1,17
4AA2B433B86BAF88,female,MARIE,TN,0,1,"'-944,55",69,AGENCE KSAR HELLAL (24),PP,0,17
4AEC12C3C808B564,male,others,FR,1,1,"'-7,87",21,AGENCE EL BOUHAIRA (C4),PM,0,17
4BAD44B16085B3F8,male,others,TN,0,1,"0,81",61,AGENCE HAMMAMET (01),PP,1,17
4C12F15A8F79E122,female,others,TN,0,1,"3,83",47,AGENCE GABES (41),PP,1,17
4D044C05CD5F30D4,male,MARIE,TN,1,0,"'-2229,37",53,AGENCE GROMBALIA (03),PP,1,17
4D2F30821C53F7D9,female,MARIE,TN,0,1,"'-131,88",53,AGENCE KORBA (05),PP,0,17
4D379A5150BA0673,female,MARIE,TN,1,1,"2,85",62,AGENCE SOUSSE KHEZAMA (16),PP,0,17
4D4E459794836E5A,female,others,TN,0,1,"'-1,2",43,AGENCE BIZERTE (50),PP,1,17
4DB6BB419A5AB5A6,male,others,TN,0,1,"'-2,14",50,AGENCE RUE EL JAZIRA II (78),PP,0,17
4EBFF07D04063EEF,male,MARIE,TN,1,1,"'-42,28",53,AGENCE KORBA (05),PP,1,17
4F11881694400F52,male,MARIE,TN,1,1,"'-2048,09",50,AGENCE CARNOY (B3),PP,1,17
4F3CCE03E4D20564,male,MARIE,TN,0,1,"'-138,52",55,AGENCE EL MENZEH I (67),PP,1,17
5053FE0754DF31ED,male,MARIE,TN,1,0,"'-200,14",45,AGENCE MARSA (B6),PP,1,17
507355C19C30D238,male,MARIE,TN,0,0,"'-1513,21",42,AGENCE MARSA (B6),PP,1,17
519F7068BB58F71D,female,others,TN,0,0,"'-543,17",61,AGENCE SFAX CENTRE (31),PP,0,17
51ED1EB5091AEF89,female,MARIE,TN,1,1,"'-601,36",50,AGENCE MAHRES (47),PP,0,17
52E13DE8FB2E242C,male,MARIE,TN,0,1,"'-237,23",68,AGENCE DJERBA HOUMT ESSOUK (33),PP,0,17
5369839ED86E7AC9,female,MARIE,TN,0,1,"'-72,53",45,AGENCE SOUSSE MEDINA (A6),PP,0,17
54C2A156D51FAB08,male,MARIE,TN,0,1,"'-660,69",49,AGENCE MAHDIA I (21),PP,0,17
54D7467821943A88,female,MARIE,DZ,0,1,"'-188,48",65,AGENCE MEGRINE (52),PP,0,17
54E9984599F0880C,male,others,TN,0,0,"'-221,62",51,AGENCE TUNIS MEDINA (79),PP,0,17
54FD93E8F9EC1EEC,male,others,TN,1,0,"'-2,4",57,AGENCE EL OUARDIA (57),PP,0,17
55162F3D12DC9760,male,MARIE,TN,1,1,"'-290,96",48,AGENCE HAMMAM LIF (B2),PP,1,17
55F3FF9B28479DD2,male,MARIE,TN,1,1,1,66,AGENCE SIDI BOUALI (29),PP,1,17
56332F37FCDCDCA8,female,others,TN,1,1,"'-0,62",44,AGENCE HAMMAM LIF (B2),PP,0,17
57805CE02BDF88BC,female,others,TN,1,0,"'-2,69",51,AGENCE EL MENZEH I (67),PP,1,17
58254916A79216AE,male,others,TN,1,1,"'-41,88",44,AGENCE EZZAHROUNI (B1),PP,0,17
5A5D0584E3B72ACF,female,others,TN,0,0,"'-48453,01",21,AGENCE MATEUR (55),PM,0,17
5A74B96A50990F04,male,others,TN,0,0,"'-211,68",61,AGENCE MEGRINE (52),PP,0,17
5AC4375F85A269F5,male,others,TN,1,0,"'-16976,48",21,AGENCE EL OUARDIA (57),PM,0,17
5B578B170B4E9EF2,female,MARIE,SY,0,0,"'-1699,61",65,AGENCE CHARGUIA (64),PP,0,17
5B87FA9BE1CFA0EA,female,MARIE,TN,1,1,"'-317,77",44,AGENCE MANNOUBA (72),PP,0,17
5BEED1A34CA5E878,male,MARIE,TN,1,1,"'-2005,02",53,AGENCE DJERBA HOUMT ESSOUK (33),PP,1,17
5C1D2D3E5CEB5E7A,female,others,TN,0,1,"'-108,17",60,AGENCE EZZAHROUNI (B1),PP,0,17
5C75B3ABFE011805,female,others,TN,1,1,"0,58",57,AGENCE KSAR HELLAL (24),PP,0,17
5D1741A7742D3525,female,others,TN,1,1,"'-497,38",57,AGENCE RUE EL JAZIRA II (78),PP,1,17
5D4CBA095FC1D159,female,others,TN,0,1,"'-27487,28",21,AGENCE SOUSSE KHEZAMA (16),PM,0,17
5D7546291CFC8436,female,MARIE,TN,1,0,"'-720,8",41,AGENCE KSAR HELLAL (24),PP,0,17
5E04A48200D99D60,female,CELIB,TN,1,0,"'-61,82",37,AGENCE SFAX CENTRE (31),PP,1,17
5EF03FFB91DC51D7,female,MARIE,TN,1,1,"'-44,51",43,AGENCE MENZEL BOUZELFA (04),PP,1,17
5F3129F2D04C90E9,male,others,MA,0,0,0,65,AGENCE DJERBA HOUMT ESSOUK (33),PP,0,17
60AAB0399B6EFC20,female,others,TN,1,1,"'-430,18",45,AGENCE ALYSSA (A2),PP,0,17
60DB06EC0E355130,female,others,TN,0,0,"'-1048,94",45,AGENCE TUNIS MEDINA (79),PP,1,17
60DCD094D36AAC5A,male,others,TN,0,0,"'-403,03",59,AGENCE ALYSSA (A2),PP,0,17
6107DC108643B82C,male,others,TN,1,1,"3,44",51,AGENCE MSAKEN (26),PP,1,17
6138920F65420B30,male,MARIE,TN,1,1,"'-54,83",55,AGENCE MATEUR (55),PP,1,17
62235836BD0EB92D,female,MARIE,TN,0,1,"'-1006,51",54,AGENCE SAKIET EZZIT (48),PP,1,17
63039C339A192CE3,female,others,TN,0,1,"0,4",57,AGENCE MATEUR (55),PP,0,17
632B2C6C22BA57D2,female,others,TN,0,1,"'-43,56",42,AGENCE KALAA SGHIRA (25),PP,0,17
6362AD48915AEE4C,male,MARIE,TN,0,1,"'-933,58",43,AGENCE KALAA SGHIRA (25),PP,1,17
64F2E6F9044D1BB2,female,others,TN,1,0,"'-333,9",46,AGENCE MAHDIA I (21),PP,0,17
651209CC7D167691,male,others,TN,1,0,"'-49,74",55,AGENCE KORBA (05),PP,0,17
652E8BA86F434F8A,male,CELIB,TN,0,0,"'-165,48",37,AGENCE SAKIET EZZIT (48),PP,0,17
65325F0DC8545FB7,female,MARIE,TN,0,1,"'-3470,87",56,AGENCE KSAR HELLAL (24),PP,1,17
654AB2E4C4953388,male,MARIE,TN,0,1,"'-642,94",55,AGENCE CARNOY (B3),PP,0,17
657BB347B4AF760F,female,CELIB,TN,0,1,"'-109,17",44,AGENCE NABEUL (00),PP,1,17
65C4F3B2FBE1B161,male,others,TN,0,1,"0,25",35,AGENCE KSIBET EL MEDIOUNI (27),PP,0,17
65FAE5A1DADEF954,male,others,TN,1,1,"1,6",46,AGENCE MANNOUBA (72),PP,0,17
66A9FFF262353604,female,others,TN,0,1,"1,02",48,AGENCE BIR ALI BEN KHELIFA (37),PP,0,17
677B7C5C961A1E1B,male,MARIE,TN,0,1,"'-398,76",47,AGENCE LE BARDO (77),PP,0,17
67C4C0E7636FB8F9,female,MARIE,TN,1,1,"2,64",44,AGENCE MEGRINE (52),PP,1,17
67C6F700E55314D7,female,others,TN,0,1,"'-664,04",44,AGENCE MAHDIA I (21),PP,0,17
6872940539A7B77E,female,others,TN,1,0,"'-364,93",45,AGENCE MARSA (B6),PP,1,17
68F7CE08839FCA49,female,others,TN,0,1,"'-524,36",71,AGENCE BEJA (54),PP,1,17
6997B7313377C1C2,female,CELIB,TN,1,0,"'-12,37",51,AGENCE MATEUR (55),PP,0,17
69C9D26E561BD7D1,male,others,TN,0,1,"1,98",58,AGENCE HAFSIA (18),PP,0,17
69EBDA56BD751651,male,others,TN,1,1,"'-20,71",40,AGENCE TEBOULBA (12),PP,0,17
6A9BF0C827797A43,female,others,TN,0,0,"0,82",41,AGENCE MATEUR (55),PP,0,17
6B07CCF88EA38368,male,others,TN,1,0,"'-188,81",52,AG. LES JARDINS DE LARIANA II (B4),PP,1,17
6BE50F7A0A42B85E,male,others,TN,0,0,"'-631,61",48,AGENCE LAFAYETTE PP (66),PP,1,17
6C1F270755DB8A65,female,others,TN,0,1,"'-4,76",40,AGENCE KALAA SGHIRA (25),PP,0,17
6C4E3F01DC1FFAC3,male,MARIE,TN,1,0,"'-155,72",43,AGENCE HAMMAM LIF (B2),PP,0,17
6D52207B407834C3,female,others,TN,1,0,"0,17",73,AGENCE BEJA (54),PP,0,17
6D9DA76E777A5D0E,female,others,TN,1,1,"2,37",64,AGENCE NABEUL (00),PP,0,17
6E2BACDB127F1DF8,female,others,TN,0,0,"'-89,96",43,AGENCE EZZAHROUNI (B1),PP,0,17
6E80727AEE3A7320,female,MARIE,TN,0,1,"3,66",38,AGENCE SOUSSE KHEZAMA (16),PP,1,17
6FF9AB36AB7D7736,male,MARIE,TN,0,1,"'-399,09",51,AGENCE NABEUL (00),PP,0,17
701AFD977FB0165C,male,others,TN,0,0,"'-264,02",46,AGENCE MARSA (B6),PP,1,17
709D76CE3FE858AD,female,MARIE,TN,1,1,"'-48,94",58,AGENCE MAHDIA I (21),PP,0,17
7175DFA0DD3DBF84,female,MARIE,TN,0,0,"4,02",74,AGENCE SFAX CENTRE (31),PP,1,17
718DC84E0971F6D9,male,others,TN,0,0,"0,95",48,AGENCE MANNOUBA (72),PP,1,17
720A8EA8CC0B431C,male,others,TN,1,1,"'-717,01",40,AGENCE LE BARDO (77),PP,0,17
7294F46B662A79F5,male,others,TN,1,1,"'-30,44",65,AGENCE BEJA (54),PP,0,17
72AD1E3A7BC6F0B6,female,CELIB,TN,0,0,"'-524,61",40,AGENCE GROMBALIA (03),PP,0,17
72FA22F9D022CE22,female,CELIB,TN,1,0,"0,85",41,AGENCE OUESLATIA (11),PP,1,17
72FBED14FC98F5F3,male,others,TN,0,0,"'-6,09",41,AGENCE MANNOUBA (72),PP,1,17
7335A669B15E25D2,female,others,TN,0,0,"'-2661,07",21,AGENCE MANNOUBA (72),PM,1,17
7399489EF4F10DB5,male,MARIE,FR,0,0,"'-59,13",74,AGENCE YASMINE HAMMAMET (B9),PP,0,17
74E5DA5DBEFF4D85,female,others,TN,0,0,"'-1810,99",21,AGENCE KALAA SGHIRA (25),PM,1,17
772B9F065291EAA4,male,MARIE,TN,0,0,"'-126,35",42,AGENCE ALYSSA (A2),PP,0,17
773BFA18A455F0D0,male,others,TN,0,1,"'-315843,76",21,AGENCE LE BARDO (77),PM,0,17
778F5C051F54D3E1,male,others,TN,1,0,"'-455,32",62,AG. LES JARDINS DE LARIANA II (B4),PP,1,17
77B87709BD4DD855,male,others,TN,0,1,"'-1,01",64,AGENCE SOUSSE KHEZAMA (16),PP,1,17
77CF5CC901C5D0F0,female,MARIE,TN,0,0,"'-2169,02",49,AGENCE EL MENZEH I (67),PP,1,17
7891DFCBF118799B,male,MARIE,TN,1,0,"'-718,96",78,AGENCE MANNOUBA (72),PP,0,17
78F14DFB15EACF8E,male,others,TN,1,0,"2,09",40,AGENCE MAHDIA I (21),PP,1,17
795D5DAD6FA7F2EF,male,others,TN,0,0,"'-1202,16",50,AGENCE GABES (41),PP,0,17
7A1A65582BADD2D9,male,MARIE,TN,0,1,"'-399,3",42,AGENCE CHARGUIA (64),PP,1,17
7AE9734BBA559A71,female,others,TN,0,0,"'-19,4",65,AGENCE SOUSSE KHEZAMA (16),PP,1,17
7B0105C169BAD637,female,others,TN,1,0,"'-45933,21",54,AGENCE SAKIET EZZIT (48),PP,0,17
7B13E1187FB1D89D,female,MARIE,TN,0,1,"'-2017,54",52,AGENCE GROMBALIA (03),PP,1,17
7B5305667D145BBC,female,others,TN,0,1,"2,03",51,AG. LES JARDINS DE LARIANA II (B4),PP,0,17
7B6DDDF70CC03F77,male,others,TN,0,1,"2,07",41,AGENCE NABEUL (00),PP,0,17
7BBC5E902AA1ABCB,female,others,TN,0,0,"'-118,84",49,AGENCE BIZERTE (50),PP,0,17
7CCFF9405DD46EBC,female,others,TN,0,0,"'-386,18",47,AGENCE KORBA (05),PP,1,17
7CF230389A10D675,male,MARIE,TN,0,1,"'-4289,92",53,AGENCE CARNOY (B3),PP,1,17
7D1D8E597008D076,female,others,TN,0,1,"0,34",88,AGENCE HAMMAMET (01),PP,1,17
7D46BCC9519C8171,female,CELIB,TN,0,1,"'-372,08",39,AGENCE EL MENZEH I (67),PP,0,17
7D7EF1576C442249,female,others,TN,1,0,"'-126,21",66,AGENCE KSAR HELLAL (24),PP,0,17
7E01004C8E3501F8,male,MARIE,TN,1,0,"0,66",49,AGENCE SAKIET EZZIT (48),PP,0,17
7E2D35DEDFF856E4,female,others,TN,1,0,"'-1418,66",52,AGENCE KSIBET EL MEDIOUNI (27),PP,0,17
7EA50ABF6F1E2FCA,male,others,TN,1,1,"0,3",63,AGENCE KSAR HELLAL (24),PP,0,17
7EF72E9E53E13AF7,male,others,TN,0,1,"3,09",53,AGENCE LE BARDO (77),PP,1,17
7F1B234D21AABF7A,male,others,TN,1,0,"'-26768,14",55,AGENCE BIR ALI BEN KHELIFA (37),PP,1,17
7F8A5FBC714485CF,male,others,TN,1,1,"'-38440,69",21,AGENCE MEGRINE (52),PM,0,17
7FC6EDAA4FF4C9D1,female,CELIB,TN,0,1,"'-88,83",45,AGENCE MATEUR (55),PP,0,17
804C8957F49C6A94,female,others,TN,0,0,"'-331,18",62,AGENCE ARIANA LE FORUM (76),PP,1,17
80A3917C40E4F305,male,others,TN,1,1,"'-443,52",50,AGENCE GROMBALIA (03),PP,0,17
80C43FCF7415CA74,male,MARIE,TN,0,1,"3,23",42,AGENCE EL MENZEH VI (68),PP,0,17
81897D7394399087,female,others,TN,0,1,"'-56,72",53,AGENCE SIDI BOUALI (29),PP,0,17
82675726B778A5BC,female,MARIE,TN,1,1,"'-2509,48",54,AGENCE MENZEL BOUZELFA (04),PP,1,17
832708E3FF56AFAD,male,MARIE,TN,0,0,"'-251,86",53,AGENCE HAMMAM LIF (B2),PP,0,17
83E263E35CA9B548,male,others,TN,0,0,"0,33",56,AGENCE EZZAHROUNI (B1),PP,0,17
83FD6B8E43C01DBC,male,others,TN,0,0,"'-297405,99",21,AGENCE HAMMAM LIF (B2),PM,0,17
84A2687B3534440B,female,CELIB,TN,0,0,"'-1,21",49,AGENCE SOUSSE MEDINA (A6),PP,1,17
850DC2AB22DB4BCF,female,others,TN,1,1,"'-194,74",37,AGENCE KALAA SGHIRA (25),PP,1,17
85C143FB283F65B5,male,others,TN,1,1,"3,94",95,AGENCE EZZAHROUNI (B1),PP,0,17
8673B9CB77808CA2,female,others,TN,1,0,"2,71",57,AGENCE KSAR HELLAL (24),PP,1,17
869EF1F2A6BCAF79,male,MARIE,TN,0,0,"'-257,58",55,AGENCE DJERBA HOUMT ESSOUK (33),PP,1,17
86B6E18E2ADD2092,female,MARIE,TN,0,0,"'-1225,38",61,AGENCE JENDOUBA (80),PP,0,17
8762D058B0EAFDB6,male,others,TN,0,0,"'-834,86",43,AGENCE KALAA SGHIRA (25),PP,0,17
887AD37A973F5D5E,male,others,TN,1,1,"'-3,85",41,AGENCE MARSA (B6),PP,0,17
89054B70C37AFEDC,male,others,TN,0,0,"'-228,55",39,AGENCE EL MENZEH VI (68),PP,1,17
893881376A0D9F2E,female,others,TN,0,0,"'-98,86",40,AGENCE KSIBET EL MEDIOUNI (27),PP,1,17
8A0946D18A0B6D9E,female,others,TN,1,1,"'-94,77",45,AGENCE KSAR HELLAL (24),PP,1,17
8A6C40E4A01BCB6C,female,others,TN,0,0,"'-378,97",45,AGENCE BEJA (54),PP,1,17
8A80F6141563F5DC,male,MARIE,TN,1,1,"'-0,59",47,AGENCE MEGRINE (52),PP,1,17
8AB8219B8817A1FD,male,MARIE,TN,1,1,"0,14",43,AGENCE KAIROUAN (10),PP,0,17
8B3584919DFC8E61,male,others,TN,0,1,"2,63",47,AGENCE MAHDIA I (21),PP,0,17
8B8BA861EB6F8E9C,male,others,TN,0,0,"'-136,87",68,AGENCE CHARGUIA (64),PP,1,17
8C0D7D301AD6D81A,male,MARIE,TN,1,0,"'-1877,42",58,AGENCE KAIROUAN (10),PP,1,17
8C1D2D09CC3C339D,male,MARIE,TN,0,1,"'-240,07",63,AGENCE SOUSSE KHEZAMA (16),PP,1,17
8C65EF187B51C2AC,female,others,TN,1,0,"'-1190,6",43,AGENCE LE BARDO (77),PP,0,17
8C7809E5E3B25325,male,CELIB,TN,0,1,"'-336,66",44,AGENCE CARNOY (B3),PP,0,17
8D3704BCB3907EE8,female,others,TN,0,1,"0,81",40,AGENCE DJERBA HOUMT ESSOUK (33),PP,1,17
8D592C6742534E71,female,MARIE,TN,1,1,"'-38,01",44,AGENCE HAMMAMET (01),PP,1,17
8D652A2774358BE8,female,MARIE,TN,1,0,"'-293,31",59,AGENCE BIR MCHERGUA (02),PP,1,17
8F055904B6A605DE,male,others,TN,1,0,"'-344,75",71,AGENCE EL MENZEH I (67),PP,1,17
8F0F468DA0AB4DEA,male,others,TN,1,0,"'-67759,76",21,AGENCE EL BOUHAIRA (C4),PM,1,17
8F336A1813D817D9,male,others,TN,0,1,"3,58",50,AGENCE GABES (41),PP,0,17
8FA53B0C3DCEE878,male,MARIE,TN,1,1,"'-183,35",50,AGENCE SIDI BOUALI (29),PP,0,17
8FBD1A72F29C0119,female,others,TN,1,1,"'-1101,93",43,AGENCE SIDI BOUALI (29),PP,0,17
8FF049FFD7137BC6,female,MARIE,TN,1,0,"4,07",42,AGENCE KAIROUAN (10),PP,0,17
904A9782940674C5,female,MARIE,TN,0,1,"'-64,66",41,AGENCE HAMMAMET (01),PP,0,17
90B0EA56CAA36E99,male,others,TN,1,0,"'-1632,34",63,AGENCE LE KRAM (75),PP,0,17
91EEADDCBA9E828E,male,others,TN,1,0,"'-405,7",50,AGENCE ALYSSA (A2),PP,1,17
91F67CE9E56D8C55,female,MARIE,TN,0,0,"1,41",20,AGENCE HAMMAMET MREZGA (A4),PP,1,17
924D48CD777D2BF0,male,others,TN,0,0,"'-386,47",59,AGENCE LE KRAM (75),PP,0,17
9266F77A72D7F7ED,male,others,TN,1,0,"'-256,93",55,AGENCE MEGRINE (52),PP,0,17
92884E50190789DB,male,others,TN,1,1,"1,85",51,AGENCE KORBA (05),PP,1,17
92A5B2D7427E82E6,female,MARIE,TN,1,0,"'-417,02",82,AGENCE HAFSIA (18),PP,1,17
93011A79189A0338,female,others,TN,1,1,"2,61",57,AGENCE RUE EL JAZIRA II (78),PP,1,17
945FD0D95CA4CAC2,female,MARIE,TN,0,1,"'-304,52",78,AGENCE BIR MCHERGUA (02),PP,1,17
94F077301265A8D7,female,others,TN,1,1,"1,02",41,AGENCE LE BARDO (77),PP,0,17
954057CE45F843C9,male,others,TN,1,1,"'-3115,44",69,AGENCE KAIROUAN (10),PP,1,17
956BC18334D6F104,female,others,TN,1,1,"'-173,67",65,AGENCE LAFAYETTE PP (66),PP,0,17
95ACBB8569EF707C,male,MARIE,TN,0,0,"'-1674,17",33,AGENCE EL MENZEH VI (68),PP,0,17
95CBDBE20728553D,male,CELIB,TN,0,1,"'-1805,99",13,AGENCE EZZAHROUNI (B1),PP,0,17
95F4A8BE56367B02,female,MARIE,TN,1,1,"'-138,25",46,AGENCE KSAR HELLAL (24),PP,0,17
9607684F2F28CAC9,female,others,TN,1,0,"'-340,26",79,AGENCE BEJA (54),PP,1,17
960E340A8DF0BEFD,female,others,TN,0,1,"3,53",42,AGENCE EZZAHROUNI (B1),PP,0,17
97CEDE5DF46F3837,female,MARIE,TN,1,1,"'-397,34",51,AGENCE HAMMAM LIF (B2),PP,0,17
980AB8D103CAED8D,female,others,TN,0,0,"'-185139,93",21,AGENCE KSAR HELLAL (24),PM,0,17
985F4A2EAA65C04D,male,others,TN,1,0,"'-660,77",48,AGENCE EL MENZEH VI (68),PP,0,17
9922A0404E4581AD,female,others,TN,1,0,'-96,47,AGENCE SFAX CENTRE (31),PP,0,17
99ABEC3DA5D83F3B,male,others,TN,1,1,"4,21",41,AGENCE BIR ALI BEN KHELIFA (37),PP,0,17
99D6781E8FD1295A,female,others,TN,0,1,"'-451,03",54,AGENCE MANNOUBA (72),PP,0,17
9A1C82BE7828A6BF,female,others,TN,1,0,'-21,61,AGENCE BIZERTE (50),PP,1,17
9AB3087F51A55249,female,others,TN,0,1,"'-143,17",43,AGENCE HAFSIA (18),PP,0,17
9B03B6DC5EB4D3F0,male,others,TN,0,1,"1,02",47,AGENCE DJERBA HOUMT ESSOUK (33),PP,0,17
9C01E292383EF7B6,male,others,TN,1,0,"2,3",49,AGENCE EL MENZEH I (67),PP,0,17
9C06082E4BA217BF,male,CELIB,TN,0,1,"'-426,97",44,AGENCE MATEUR (55),PP,0,17
9C0DB55DE8037079,male,MARIE,TN,1,0,"'-4,09",53,AGENCE KAIROUAN (10),PP,0,17
9C3B3B3F58328AA1,male,MARIE,TN,0,0,"'-39,36",62,AGENCE HAMMAMET (01),PP,1,17
9C76B49BFFB44FC9,male,others,TN,0,1,"2,05",21,AGENCE CARNOY (B3),PM,1,17
9CAC62D9625BE444,male,MARIE,TN,0,1,"'-55,38",50,AGENCE HAMMAMET (01),PP,1,17
9D9E659097BA6BEF,female,MARIE,TN,0,0,"'-40,5",61,AGENCE HAMMAMET (01),PP,0,17
9DB2C97D0028929C,male,others,TN,1,0,"'-2883,6",45,AGENCE MEGRINE (52),PP,0,17
9DFE0CDD59828AE7,female,CELIB,TN,0,0,"'-734,99",48,AGENCE SOUSSE KHEZAMA (16),PP,0,17
9E1C963FFAF6B012,male,others,TN,0,1,"'-170,56",66,AGENCE EZZAHROUNI (B1),PP,0,17
9F1CAAA6E57AB796,female,MARIE,TN,0,0,"'-65,76",54,AGENCE TEBOULBA (12),PP,0,17
9F2165E328B8A72C,female,others,TN,1,1,"0,85",37,AGENCE MAHDIA I (21),PP,0,17
9FE93D5D6F4C505D,male,others,TN,1,1,"'-21,2",61,AGENCE MARSA (B6),PP,1,17
9FE9754D18608D3D,female,MARIE,TN,1,0,"'-754,74",51,AGENCE SOUSSE MEDINA (A6),PP,0,17
A0DA6EC170A026E9,female,others,TN,1,1,"'-2244,66",55,AGENCE KSAR HELLAL (24),PP,1,17
A188B1D86988B671,female,others,TN,1,1,"'-56,35",48,AGENCE GROMBALIA (03),PP,0,17
A1E01EF0638199A6,male,MARIE,TN,1,1,"0,85",49,AGENCE OUESLATIA (11),PP,1,17
A2A9D64B5C9CEF6F,male,MARIE,TN,1,1,"'-31899,38",62,AGENCE EZZAHROUNI (B1),PP,0,17
A2C20A4C0B5209C1,female,others,TN,1,0,"2,84",42,AGENCE GABES (41),PP,1,17
A319737E21489C81,female,MARIE,TN,0,0,"'-3496,82",45,AGENCE SFAX EL HILAL (36),PP,1,17
A3E442CBEDB3EED8,female,others,TN,1,0,"'-4052,77",21,AGENCE NABEUL (00),PM,1,17
A468449918247B36,male,others,TN,0,1,"1,26",57,AGENCE CARNOY (B3),PP,0,17
A46B4A94555D3580,male,others,TN,0,0,"0,62",44,AGENCE EL MENZEH I (67),PP,0,17
A4C2C5BD79458492,female,others,TN,0,1,"'-133,01",46,AGENCE EL OUARDIA (57),PP,1,17
A56FCF9CB9C3826F,male,MARIE,TN,1,0,"'-62,03",56,AGENCE KORBA (05),PP,0,17
A6202DF80A96463E,male,others,TN,0,0,"1,38",51,AGENCE HAMMAM LIF (B2),PP,1,17
A6357C5A9E861E19,female,others,TN,1,0,"'-87,27",49,AGENCE MAHDIA I (21),PP,1,17
A6715BE2A9E1253D,female,MARIE,TN,1,0,"'-180,44",46,AGENCE HAMMAMET (01),PP,1,17
A6ED31CB65241FCC,male,MARIE,TN,0,0,"'-2048,82",58,AGENCE EL BOUHAIRA (C4),PP,1,17
A761D5E3C968F9DC,male,others,TN,1,1,"0,35",42,AGENCE KORBA (05),PP,1,17
A7B798E12E911F14,female,others,TN,1,0,"3,32",59,AGENCE JENDOUBA (80),PP,0,17
A7DDAA07FB399196,female,others,TN,0,1,"1,77",57,AGENCE HAMMAMET (01),PP,0,17
